Paper ID|Type|Authors|Title
223|0|Zhuo Wang, Alan Stocker, Daniel Lee|Distinguishing different efficient coding principles from tuning curve statistics.
224|0|David Kastner, Stephen Baccus, Tatyana Sharpee|Second order phase transition describes maximally informative encoding in the retina.
225|0|Bingni Brunton, Annika Eberle, Bradley Dickerson, Steven Brunton, J. Nathan Kutz, Tom Daniel|Sensor placement for sparse sensory decision-making.
226|0|Christopher Buckley, Taro Toyoizumi|The role of environmental feedback in transitions from passive to active brain processing.
227|0|Caitlyn Parmelee, Carina Curto|Calcium-dependence of vesicle replenishment at photoreceptor synapses.
228|0|Pavan Ramkumar, Brian Dekleva, Paul Wanda, Hugo Fernandes, Lee Miller, Konrad Koerding|Uncertainty modulates timing of neural interaction in PMd during reach planning.
229|0|Alyson Fletcher, Sundeep Rangan|Bayesian inference of neural connectivity via approximate message passing.
230|0|Yuriy Mishchenko|Reconstructing functional connectivity in complete neural population by randomized sparse sampling.
231|0|Nisheeth Srivastava, Paul Schrater|Classical conditioning via inference over observable situation contexts.
232|0|Madhu Advani, Surya Ganguli|Tractable, optimal high dimensional Bayesian inference.
233|0|Simone Carlo Surace, Jean-Pascal Pfister|Short-term facilitation as a normative consequence of presynaptic spike-rate adaptation.
234|0|Dane Corneil, Emre Neftci, Giacomo Indiveri, Michael Pfeiffer|Learning, inference, and replay of hidden state sequences in recurrent spiking neural networks.
235|0|Lars Buesing|Unsupervised identification of excitatory and inhibitory populations from multi-cell recordings.
236|0|Megan Peters, Ladan Shams|The size-weight illusion is not anti-Bayesian after all.
237|0|Matthias Kummerer, Matthias Bethge|How well can saliency maps tell where people look.
238|0|Agnieszka Grabska-Barwinska, Peter Latham|Sampling orientations at different contrasts.
239|0|Eftychios Pnevmatikakis, Josh Merel, Liam Paninski|Sampling methods for spike inference from calcium imaging data.
240|0|Christian Albers, Maren Westkott, Klaus Pawelzik|Predictive balance of cortical membrane potentials by STDP of inhibition.
241|0|Pavel Sanda, Tiffany Kee, Nitin Gupta, Mark Stopfer, Maxim Bazhenov|Comparing roles of feedback and feedforward inhibition in sparsening of sensory codes.
242|0|Jason Fleischer|Persistent activity through multiple mechanisms in a spiking network that solves DMS tasks.
243|0|Claudia Clopath, Tatjana Tchumatchenko|Oscillations emerging from noise-driven networks with electrical synapses and subthreshold resonance.
244|0|Erik Nygren, Robert Urbanczik, Walter Senn|Self-supervised learning of neural integrator networks.
245|0|Christian Pozzorini, Skander Mensi, Oliver Hagens, Wulfram Gerstner|Nonlinear threshold dynamics implements multiplicative adaptation in pyramidal neurons.
246|0|Julie Haas, Joe Brague, Jessica Sevetson|Asymmetry of electrical synapses: measurement and impact in small networks.
247|0|Robert Rosenbaum, Jonathan Rubin, Brent Doiron|Balanced networks in space.
248|0|Dmitri Chklovskii, Tao Hu|Derivation of leaky integrate-and-fire and STDP from a signal processing cost function.
249|0|Aditya Gilra, Upinder Bhalla|Summation and phase decorrelation of odor responses in an olfactory bulb microcircuit model.
250|0|Merav Stern, L.F. Abbott, Kevin M. Franks|Dynamics of olfactory bulb output generates concentration-invariant cortical odor representations.
251|0|Kenneth Latimer, E. J. Chichilnisky, Fred Rieke, Jonathan Pillow|Inferring synaptic conductances from spike trains with a point process encoding model.
252|0|Philip Meier, Dimitry Fisher, Jayram Moorkanikara Nageswaran, Botond Szatmary, Eugene Izhikevich|Emergent connectivity in a spiking model of visual cortex with attentional feedback.
253|0|Kendra Burbank|A spiking neural network for autoencoder learning.
254|0|Christian Meisel, Andreas Klaus, Christian Kuehn, Dietmar Plenz|Evidence for critical slowing down in neurons near spiking threshold.
255|0|Felix Effenberger, Anna Levina, Jurgen Jost|Self-organization in balanced state networks by STDP and homeostatic plasticity.
256|0|Joachim Hass, Loreen Hertaeg, Tatiana Golovko, Daniel Durstewitz|Predicting in vivo statistics from in vitro cell parameters in a detailed prefrontal cortex model.
257|0|Brian DePasquale, Mark Churchland, L.F. Abbott|Firing-rate dynamics from spiking network models with low-rank connectivity.
258|0|Mehrab Modi, Ashesh Dhawale, Upinder Bhalla|CA1 activity sequences emerge after reorganization of network correlation structure during learning.
259|0|Alireza Alemi-Neissi, Carlo Baldassi, Nicolas Brunel, Riccardo Zecchina|Input-driven unsupervised learning in recurrent neural networks.
260|0|Thomas Miconi, Jedediah Singer, Gabriel Kreiman|Normalized Hebbian learning develops both simple and complex receptive fields from naturalistic vide.
261|0|Cengiz Pehlevan, Tao Hu, Zaid J. Towfic, Dmitri Chklovskii|A normative framework of single-neuron computation yields Oja-like learning with realistic features.
262|0|Jonathan Cannon, Jeffrey Markowitz, Nancy Kopell, Timothy Gardner|Sequence generation by spatio-temporal cycles of inhibition.
263|0|He Zheng, Douglas Ollerenshaw, Daniel Millard, Qi Wang, Garrett Stanley|Adaptive shaping of feature selectivity in the awake rodent vibrissa system.
264|0|Michael Carlin, Mounya Elhilali|Computational model of optimal changes in auditory cortical receptive fields during behavioral tasks.
265|0|Dylan Festa, Guillaume Hennequin, Mate Lengyel|Graded memories in balanced attractor networks.
266|0|Sang Wan Lee, John O'Doherty, Shinsuke Shimojo|Interplay between learning-rate control and uncertainty minimization during one-shot causal learning.
267|0|Gabriel Ocker, Ashok Litwin-Kumar, Brent Doiron|A self-consistent theory for STDP and spiking correlations in neuronal networks.
268|0|Cian O'Donnell, Terrence Sejnowski|Generalization of memories by spatial patterning of protein synthesis.
269|0|Balazs Ujfalussy, Mate Lengyel|A normative theory of structural and intrinsic plasticity in dendrites.
270|0|Thomas Chartrand, Grace Q. Zhao, Jennifer L. Raymond, Mark Goldman|Contribution of cerebellar Golgi cells to learned motor timing during the vestibulo-ocular reflex.
271|0|Sergio Verduzco-Flores|Stochastic synchronization in the Purkinje cells of the cerebellum.
272|0|Gautam Agarwal, Kenji Mizuseki, Antal Berenyi, Gyorgy Buzsaki, Friedrich Sommer|Two forms of information found in local field potentials of the hippocampus.
273|0|Juan Ramirez-Villegas, Nikos Logothetis, Michel Besserve|Cluster analysis of sharp-wave ripple field potential signatures in the macaque hippocampus.
274|0|Nikos Gekas, Aaron Seitz, Peggy Series|Priors formed over multiple time scales facilitate performance in a visual search task.
275|0|Kevin Miller, Jeffrey Erlich, Charles Kopec, Matthew Botvinick, Carlos Brody|A multi-step decision task elicits planning behavior in rats.
276|0|Erie Boorman, Vani Rajendran, Timothy Behrens|Dissociable systems for reward and content updating revealed using cross stimulus suppression.
277|0|Anne Collins, James Gold, James Waltz, Michael Frank|Working memory contributions to reinforcement learning impairments in schizophrenia.
278|0|Giancarlo La Camera, Robert Urbanczik, Walter Senn|Temporal stimulus segmentation and decision making via spike-based reinforcement learning.
279|0|David Arkadir , Angela Radulescu, Deborah Raymond, Susan Bressman , Pietro Mazzoni, Yael Niv|A link between corticostriatal plasticity and risk taking in humans.
280|0|Anja T. Zai, Florian Blattler, Anna E. Stepien, Alessandro Canopoli, Richard H.R. Hahnloser|Kalman filter modeling of reinforced behavior: Application to pitch and tempo learning in songbirds.
281|0|Ju Tian, Naoshige Uchida|A role for habenula in dopamine neurons' responses to reward omission.
282|0|Eran Eldar, Yael Niv|The interaction between learning and mood.
283|0|Theresa Desrochers, Ken-ichi Amemori, Ann Graybiel|Striatal neuronal activity of macaque tracks local and global changes during natural habit formation.
284|0|Naoto Yukinawa, Kenji Doya, Junichiro Yoshimoto|A signal transduction model for adenosine-induced indirect corticostriatal plasticity.
285|0|Daria Rylkova, Zengyou Ye, David Linden|In vivo two-photon imaging of cortico-cerebellar mossy fiber synapses: functional properties.
286|0|Leslie Osborne, Bing Liu|Efficient coding of visual motion signals in the smooth pursuit system.
287|0|Chethan Pandarinath, Vikash Gilja, Christine Blabe, Leigh Hochberg, Krishna Shenoy, Jaimie Henderson|Corresponding neural signatures of movement and imagined movement in human motor cortex.
288|0|Alexander Katsov, Cornelia Bargmann|Towards mapping the genesis of behavior in a complete nervous system.
289|0|Claire Tang, Kyle Srivastava, Diala Chehayeb, Ilya Nemenman, Samuel Sober|Precise temporal encoding in a vocal motor system.
290|0|Hagai Lalazar, L.F. Abbott, Eilon Vaadia|Conserved and independent population activity between arm and Brain-Machine Interface control.
291|0|Ryu Ohata, Kenji Ogawa, Hiroshi Imamizu|Single-trial prediction of slow or fast reaction from MEG brain activity before movement.
292|0|Benjamin Wellner, Steve Suway, Hans Scherberger|Neuronal network dynamics within and between frontal and parietal cortex in the monkey.
293|0|Tomislav Milekovic, Beata Jarosiewicz, Anish Sarma, Leigh Hochberg, John Donoghue|Motor intention is marked by LFP beta amplitude suppression in a person with paralysis using a BCI.
294|0|Ana Amador, Yonatan Sanz Perl, Gabriel B. Mindlin, Daniel Margoliash|Unveiling neural code with a low dimensional model of birdsong production.
295|0|Claudia Feierstein, Ruben Portugues, Florian Engert, Michael Orger|Stereotyped, distributed networks revealed by whole-brain activity maps in behaving zebrafish.
296|0|Adina Drumea, Mathew Diamond|How do rats and humans use sensory information to time their actions?
297|0|Anmo Kim, Gaby Maimon|Dynamic motor-related input to visual interneurons in Drosophila.
298|0|Katherine Ames, Krishna Shenoy|Motor cortical activity predicts behavioral corrections following last-minute goal changes.
299|0|Robert Rasmussen, Andrew Schwartz, Steven Chase|Dynamic range adaptation in motor cortical neurons.
300|0|Daniel O'Shea, Werapong Goo, Paul Kalanithi, Ilka Diester, Karl Deisseroth, Krishna Shenoy|Pushing in the wrong direction: optogenetic perturbation misaligns with motor cortical dynamics.
